workerid,condition,stim_present,stimulus,response,correct,rt
S43,1,2000,16,0,1,735
S43,1,2000,114,1,1,1382
S43,1,2000,118,1,1,1218
S43,1,2000,79,0,1,1316
S43,1,2000,103,1,1,27
S43,1,2000,10,1,1,1550
S43,1,2000,45,0,1,2425
S43,1,2000,2,0,1,1965
S43,1,2000,88,1,1,1835
S43,1,2000,14,0,0,2197
S43,1,2000,32,1,1,1549
S43,1,2000,108,1,0,1836
S43,1,2000,25,0,0,730
S43,1,2000,87,0,1,2157
S43,1,2000,95,0,1,73
S43,1,2000,70,0,1,1807
S43,1,2000,94,0,1,1534
S43,1,2000,111,1,1,1870
S43,1,2000,53,0,1,2431
S43,1,2000,42,1,1,1729
S43,1,2000,107,1,1,1447
S43,1,2000,48,0,1,2558
S43,1,2000,18,1,1,1626
S43,1,2000,92,1,1,1451
S43,1,2000,58,0,1,1370
S43,1,2000,85,1,1,1751
S43,1,2000,7,1,1,1825
S43,1,2000,35,1,1,1800
S43,1,2000,21,0,1,1645
S43,1,2000,9,0,1,1731
S43,1,2000,26,0,0,428
S43,1,2000,115,0,1,1989
S43,1,2000,17,1,1,766
S43,1,2000,65,1,0,662
S43,1,2000,117,0,1,1685
S43,1,2000,101,1,1,1792
S43,1,2000,15,1,0,753
S43,1,2000,55,1,1,1836
S43,1,2000,90,0,1,1454
S43,1,2000,119,1,1,1302
S12,1,1000,100,1,1,239
S12,1,1000,70,0,0,1136
S12,1,1000,15,1,0,1051
S12,1,1000,0,0,1,1047
S12,1,1000,42,0,0,1236
S12,1,1000,97,0,0,959
S12,1,1000,17,1,0,978
S12,1,1000,5,1,1,1006
S12,1,1000,36,0,1,976
S12,1,1000,86,0,0,951
S12,1,1000,39,1,0,948
S12,1,1000,116,0,0,993
S12,1,1000,84,1,1,1084
S12,1,1000,117,1,0,1030
S12,1,1000,52,0,1,1270
S12,1,1000,2,1,1,916
S12,1,1000,79,1,0,1261
S12,1,1000,104,1,0,1024
S12,1,1000,66,1,1,1207
S12,1,1000,111,1,0,1094
S12,1,1000,87,1,0,1047
S12,1,1000,26,1,0,1036
S12,1,1000,71,1,0,1227
S12,1,1000,29,0,0,1267
S12,1,1000,41,1,0,1062
S12,1,1000,23,1,0,1044
S12,1,1000,44,1,0,992
S12,1,1000,53,0,1,28
S12,1,1000,103,0,1,1153
S12,1,1000,109,1,1,1195
S12,1,1000,46,1,1,1172
S12,1,1000,6,0,1,1153
S12,1,1000,74,0,1,1197
S12,1,1000,99,1,1,1156
S12,1,1000,35,1,1,1389
S12,1,1000,83,1,0,1066
S12,1,1000,49,1,1,1411
S12,1,1000,7,0,0,1182
S12,1,1000,80,1,1,1237
S12,1,1000,33,0,1,1297
S12,1,1000,114,1,1,1046
S12,1,1000,38,0,1,1403
S12,1,1000,3,0,1,1357
S12,1,1000,62,0,1,1358
S12,1,1000,54,0,1,1400
S12,1,1000,51,0,1,1351
S12,1,1000,56,0,1,1380
S12,1,1000,106,0,1,1258
S12,1,1000,55,1,1,1210
S12,1,1000,85,1,1,1441
S12,1,1000,47,1,0,1131
S12,1,1000,18,0,1,1282
S12,1,1000,67,0,1,1342
S12,1,1000,34,1,1,1145
S12,1,1000,12,0,1,1341
S12,1,1000,92,0,1,1283
S12,1,1000,9,1,1,21
S12,1,1000,63,0,1,1306
S12,1,1000,16,0,1,1127
S12,1,1000,69,1,1,1382
S12,1,1000,75,0,0,1175
S12,1,1000,1,1,1,1231
S12,1,1000,91,1,1,1304
S12,1,1000,60,1,1,1166
S12,1,1000,27,1,0,1299
S12,1,1000,50,1,0,1248
S12,1,1000,61,1,0,1197
S12,1,1000,21,1,0,1198
S12,1,1000,95,0,1,1366
S12,1,1000,115,1,1,1229
S12,1,1000,57,0,1,1395
S12,1,1000,90,1,1,1259
S12,1,1000,58,0,1,1224
S12,1,1000,28,0,1,1284
S12,1,1000,65,0,0,1130
S12,1,1000,110,1,0,1237
S12,1,1000,25,1,1,1195
S12,1,1000,98,0,1,1132
S12,1,1000,32,1,1,1184
S12,1,1000,37,0,1,1297
S12,1,1000,119,0,1,1123
S12,1,1000,105,1,0,1137
S12,1,1000,76,0,0,1250
S12,1,1000,10,0,1,1478
S12,1,1000,94,0,1,1375
S12,1,1000,108,1,0,1435
S12,1,1000,77,0,0,1160
S12,1,1000,20,0,1,1342
S12,1,1000,4,0,0,1364
S12,1,1000,13,0,0,1214
S12,1,1000,88,0,1,1321
S12,1,1000,112,0,1,1328
S12,1,1000,31,1,1,1218
S12,1,1000,81,0,0,1154
S12,1,1000,14,1,0,1279
S12,1,1000,89,0,1,1427
S12,1,1000,8,0,1,1427
S12,1,1000,78,1,1,1293
S12,1,1000,72,1,1,1250
S12,1,1000,101,0,0,1210
S12,1,1000,24,1,0,1271
S12,1,1000,22,0,0,1392
S12,1,1000,45,0,1,1307
S12,1,1000,30,0,1,1482
S12,1,1000,113,0,1,1245
S12,1,1000,19,1,0,1453
S12,1,1000,43,0,1,1348
S12,1,1000,48,0,1,1535
S12,1,1000,64,0,0,1275
S12,1,1000,68,0,1,1301
S12,1,1000,40,1,0,1236
S12,1,1000,96,0,1,1066
S12,1,1000,118,1,1,1209
S12,1,1000,102,0,1,1166
S12,1,1000,107,0,0,1185
S12,1,1000,73,0,0,1107
S12,1,1000,82,0,1,1345
S12,1,1000,93,1,0,1259
S12,1,1000,11,0,0,21
S12,1,1000,59,1,1,1407
S98,1,0,116,0,0,1767
S98,1,0,53,1,0,63
S98,1,0,97,1,0,162
S98,1,0,87,1,0,79
S98,1,0,37,0,1,143
S98,1,0,56,1,1,2014
S98,1,0,5,0,0,1226
S98,1,0,29,0,1,2128
S98,1,0,106,0,1,1725
S98,1,0,104,1,1,1420
S98,1,0,34,0,1,1333
S98,1,0,64,0,1,4466
S98,1,0,98,1,0,1072
S98,1,0,63,1,1,439
S98,1,0,18,0,1,407
S98,1,0,83,1,1,1144
S98,1,0,81,0,1,1137
S98,1,0,92,1,1,985
S98,1,0,1,0,1,1133
S98,1,0,11,0,1,1294
S98,1,0,74,0,1,1740
S98,1,0,6,1,1,1099
S98,1,0,21,1,1,1250
S98,1,0,17,1,1,1705
S98,1,0,119,0,1,899
S98,1,0,28,0,1,873
S98,1,0,55,1,1,1081
S98,1,0,3,1,1,2109
S98,1,0,88,0,1,1741
S98,1,0,86,0,0,5683
S98,1,0,108,1,1,2197
S98,1,0,99,1,1,1354
S98,1,0,48,0,1,1921
S98,1,0,23,1,1,1458
S98,1,0,24,0,1,1475
S98,1,0,66,1,1,1419
S98,1,0,59,0,1,956
S98,1,0,62,1,1,1693
S98,1,0,27,1,1,2476
S98,1,0,84,0,1,2906
S98,1,0,82,0,1,1074
S98,1,0,114,1,1,889
S98,1,0,30,1,1,969
S98,1,0,109,0,1,1152
S98,1,0,78,1,1,1101
S98,1,0,80,1,1,1146
S98,1,0,103,1,0,1387
S98,1,0,105,1,1,984
S98,1,0,45,0,1,917
S98,1,0,51,0,1,2589
S98,1,0,68,1,1,1028
S98,1,0,94,1,1,1056
S98,1,0,22,0,1,1028
S98,1,0,44,1,1,1010
S98,1,0,35,1,1,953
S98,1,0,8,1,1,984
S98,1,0,14,1,0,2008
S98,1,0,4,1,1,1242
S98,1,0,42,0,1,1027
S98,1,0,58,1,1,3099
S98,1,0,71,0,1,1290
S98,1,0,60,1,0,1046
S98,1,0,39,1,0,756
S98,1,0,112,1,1,923
S98,1,0,93,1,1,1028
S98,1,0,41,0,1,1606
S98,1,0,46,0,1,1195
S98,1,0,67,0,1,1617
S98,1,0,57,1,1,934
S98,1,0,31,1,1,810
S98,1,0,77,1,1,946
S98,1,0,96,0,1,1094
S98,1,0,76,0,0,850
S98,1,0,19,1,0,571
S98,1,0,54,1,0,116
S98,1,0,100,0,1,224
S98,1,0,10,1,0,21
S98,1,0,65,1,0,120
S98,1,0,111,0,1,142
S98,1,0,2,1,0,29
S98,1,0,36,1,1,19
S98,1,0,79,1,0,99
S98,1,0,49,0,0,112
S98,1,0,43,1,1,96
S98,1,0,113,0,0,137
S98,1,0,9,1,1,141
S98,1,0,118,1,1,40
S98,1,0,20,0,1,164
S98,1,0,52,1,1,37
S98,1,0,115,1,1,21
S98,1,0,47,1,1,115
S98,1,0,26,1,0,28
S98,1,0,95,1,1,93
S98,1,0,70,1,0,119
S98,1,0,50,0,0,140
S98,1,0,110,0,0,132
S98,1,0,101,1,1,48
S98,1,0,33,1,0,38
S98,1,0,12,1,0,93
S98,1,0,85,1,1,72
S98,1,0,15,1,0,78
S98,1,0,7,1,1,103
S98,1,0,32,0,1,143
S98,1,0,16,1,1,26
S98,1,0,89,1,1,102
S98,1,0,72,1,0,160
S98,1,0,13,1,1,24
S98,1,0,40,1,0,68
S98,1,0,75,0,0,105
S98,1,0,117,0,1,95
S98,1,0,25,1,1,1069
S98,1,0,38,0,1,1628
S98,1,0,69,0,1,917
S98,1,0,0,0,0,1069
S98,1,0,61,0,0,983
S98,1,0,102,0,1,1024
S98,1,0,73,0,0,1139
S98,1,0,90,1,1,1067
S98,1,0,107,0,1,1109
S98,1,0,91,1,1,2187
S132,1,0,95,0,1,5906
S132,1,0,79,1,1,1772
S132,1,0,101,0,1,10073
S132,1,0,13,1,1,3539
S132,1,0,39,1,1,5509
S132,1,0,60,0,1,11868
S132,1,0,92,1,1,2189
S132,1,0,103,1,1,5743
S132,1,0,48,0,1,2097
S132,1,0,45,0,1,1905
S132,1,0,63,1,1,2559
S132,1,0,40,1,1,5622
S132,1,0,53,0,1,4180
S132,1,0,108,0,1,7092
S132,1,0,24,1,0,10520
S132,1,0,76,0,1,27096
S132,1,0,110,0,1,7828
S132,1,0,57,1,1,1771
S132,1,0,102,1,1,1412
S132,1,0,65,0,1,13749
S132,1,0,97,0,1,4562
S132,1,0,112,0,1,1439
S132,1,0,22,0,1,2117
S132,1,0,3,0,1,2203
S132,1,0,18,0,1,1472
S132,1,0,35,1,1,1911
S132,1,0,31,0,1,1127
S132,1,0,54,0,1,1277
S132,1,0,69,1,1,6574
S132,1,0,30,0,1,1388
S132,1,0,77,0,1,10007
S132,1,0,20,1,1,1504
S132,1,0,106,0,1,12235
S132,1,0,87,0,1,3787
S132,1,0,28,0,1,9510
S132,1,0,37,1,1,3787
S132,1,0,113,0,0,1967
S132,1,0,75,0,0,4943
S132,1,0,44,1,1,1498
S132,1,0,11,0,1,9212
S132,1,0,58,0,1,1747
S132,1,0,118,1,1,1142
S132,1,0,38,0,0,7179
S132,1,0,14,1,0,8256
S132,1,0,43,1,1,2700
S132,1,0,9,1,1,2276
S132,1,0,19,1,1,2909
S132,1,0,66,0,1,1902
S132,1,0,27,0,1,4132
S132,1,0,41,1,1,7645
S132,1,0,86,1,0,2404
S132,1,0,116,1,1,1392
S132,1,0,16,1,0,2849
S132,1,0,7,0,1,1761
S132,1,0,109,0,0,9279
S132,1,0,34,1,1,1575
S132,1,0,111,0,1,4402
S132,1,0,114,0,1,1123
S132,1,0,12,1,1,8831
S132,1,0,2,1,1,11013
S132,1,0,83,0,1,2729
S132,1,0,78,1,1,1954
S132,1,0,26,0,0,4289
S132,1,0,93,0,1,3886
S132,1,0,98,0,1,8867
S132,1,0,4,0,1,9339
S132,1,0,104,1,1,2569
S132,1,0,85,1,0,5713
S132,1,0,72,0,1,3223
S132,1,0,25,1,0,8739
S132,1,0,84,1,1,2508
S132,1,0,59,1,1,1693
S132,1,0,80,1,1,2983
S132,1,0,23,1,1,1418
S132,1,0,74,0,1,13492
S132,1,0,36,0,1,4977
S132,1,0,6,1,1,2235
S132,1,0,91,1,1,6886
S132,1,0,90,0,1,2606
S132,1,0,0,1,1,5265
S132,1,0,51,0,1,3429
S132,1,0,119,1,1,1285
S132,1,0,64,0,1,2450
S132,1,0,47,1,1,1221
S132,1,0,52,0,1,2005
S132,1,0,88,1,1,5396
S132,1,0,15,1,1,6397
S132,1,0,62,0,1,3282
S132,1,0,94,1,1,1215
S132,1,0,8,0,1,1720
S132,1,0,29,1,1,6113
S132,1,0,70,0,1,1636
S132,1,0,68,1,1,1149
S132,1,0,46,0,1,2348
S132,1,0,56,1,1,1048
S132,1,0,67,0,1,1351
S132,1,0,1,0,1,3456
S132,1,0,117,0,1,1570
S132,1,0,105,1,1,1326
S132,1,0,32,0,1,2135
S132,1,0,61,0,1,3684
S132,1,0,33,0,1,2387
S132,1,0,115,1,1,3112
S132,1,0,81,0,1,1449
S132,1,0,42,0,1,2104
S132,1,0,99,1,0,10293
S132,1,0,10,1,1,2216
S132,1,0,49,1,1,3308
S132,1,0,55,0,1,1631
S132,1,0,100,0,1,6665
S132,1,0,17,0,0,3348
S132,1,0,96,1,1,4504
S132,1,0,71,1,1,2521
S132,1,0,21,0,1,3355
S132,1,0,82,1,1,2675
S132,1,0,5,1,0,5178
S132,1,0,50,0,1,5865
S132,1,0,73,1,1,4587
S132,1,0,107,1,1,1831
S132,1,0,89,0,1,2764
S105,1,1000,48,0,0,1289
S105,1,1000,95,0,0,1600
S105,1,1000,40,0,1,2049
S105,1,1000,76,0,0,1765
S105,1,1000,90,1,1,1657
S105,1,1000,54,0,1,1843
S105,1,1000,44,1,1,284
S105,1,1000,0,0,1,1327
S105,1,1000,67,1,0,1149
S105,1,1000,69,0,1,1228
S105,1,1000,38,1,0,148
S105,1,1000,45,0,1,1336
S105,1,1000,22,0,1,1722
S105,1,1000,97,1,1,1669
S105,1,1000,111,0,0,98
S105,1,1000,28,0,0,1745
S105,1,1000,14,1,1,2158
S105,1,1000,50,0,0,1518
S105,1,1000,7,1,0,1351
S105,1,1000,41,0,1,1507
S105,1,1000,37,0,0,1686
S105,1,1000,56,0,1,1919
S105,1,1000,6,0,1,1253
S105,1,1000,107,0,1,1242
S105,1,1000,73,1,0,1469
S105,1,1000,23,0,1,283
S105,1,1000,98,1,0,1722
S105,1,1000,114,0,0,1419
S105,1,1000,70,1,1,1363
S105,1,1000,9,0,1,1276
S105,1,1000,118,0,0,1341
S105,1,1000,3,0,0,1991
S105,1,1000,19,1,1,1372
S105,1,1000,55,0,1,1711
S105,1,1000,116,0,0,1953
S105,1,1000,72,1,0,2000
S105,1,1000,83,0,1,1674
S105,1,1000,11,1,0,1567
S105,1,1000,2,0,0,1560
S105,1,1000,88,1,1,1146
S105,1,1000,119,0,1,1438
S105,1,1000,115,1,1,1316
S105,1,1000,102,0,1,123
S105,1,1000,26,0,1,1684
S105,1,1000,57,0,1,1544
S105,1,1000,33,0,0,65
S105,1,1000,100,0,1,18778
S105,1,1000,36,0,1,1416
S105,1,1000,31,0,1,1827
S105,1,1000,59,1,1,16237
S105,1,1000,61,0,1,37963
S105,1,1000,117,0,1,1751
S105,1,1000,10,0,1,2291
S105,1,1000,18,0,1,92
S105,1,1000,24,1,1,1704
S105,1,1000,62,0,1,1294
S105,1,1000,20,1,1,1278
S105,1,1000,58,0,1,1439
S105,1,1000,43,0,1,2029
S105,1,1000,35,0,1,2102
S105,1,1000,89,1,1,1817
S105,1,1000,75,0,0,1346
S105,1,1000,30,0,1,1910
S105,1,1000,77,1,0,2292
S105,1,1000,13,0,0,1367
S105,1,1000,92,1,0,1573
S105,1,1000,74,0,1,1901
S105,1,1000,21,0,0,2140
S105,1,1000,105,1,0,2127
S105,1,1000,93,0,1,1567
S105,1,1000,80,0,1,1194
S105,1,1000,91,0,1,16335
S105,1,1000,84,1,1,1182
S105,1,1000,25,0,0,1466
S105,1,1000,64,1,0,1185
S105,1,1000,86,0,0,1654
S105,1,1000,94,1,0,1060
S105,1,1000,12,0,1,1768
S105,1,1000,29,0,0,2947
S105,1,1000,87,1,1,442
S105,1,1000,63,0,0,1383
S105,1,1000,82,1,1,1717
S105,1,1000,71,0,0,1669
S105,1,1000,52,1,0,1922
S105,1,1000,112,0,1,1691
S105,1,1000,1,1,1,1617
S105,1,1000,110,0,0,1579
S105,1,1000,109,1,1,2053
S105,1,1000,99,0,0,2162
S105,1,1000,34,1,0,1345
S105,1,1000,85,0,0,1415
S105,1,1000,8,0,0,2163
S105,1,1000,27,1,0,1712
S105,1,1000,4,0,0,1789
S105,1,1000,103,1,0,1614
S105,1,1000,49,0,0,8399
S105,1,1000,101,1,0,1833
S105,1,1000,68,0,0,2017
S105,1,1000,96,0,0,2061
S105,1,1000,32,0,0,272
S105,1,1000,17,0,1,1089
S105,1,1000,42,1,1,1568
S105,1,1000,104,0,1,1897
S105,1,1000,60,1,0,1212
S105,1,1000,108,0,1,2110
S105,1,1000,47,0,0,2433
S105,1,1000,46,1,1,2186
S105,1,1000,79,0,1,909
S105,1,1000,15,0,0,1838
S105,1,1000,16,1,0,1523
S105,1,1000,66,1,1,1288
S105,1,1000,81,0,1,1856
S105,1,1000,65,0,1,1997
S105,1,1000,113,1,1,3045
S105,1,1000,106,0,1,1386
S105,1,1000,53,1,1,92
S105,1,1000,39,0,1,193
S105,1,1000,78,1,0,1920
S105,1,1000,51,0,0,2096
S105,1,1000,5,1,1,1694
S113,1,2000,83,0,0,1365
S113,1,2000,34,1,1,1159
S113,1,2000,117,0,1,1020
S113,1,2000,21,0,0,1077
S113,1,2000,78,0,1,1161
S113,1,2000,70,0,1,710
S113,1,2000,26,1,1,885
S113,1,2000,100,0,1,853
S113,1,2000,47,0,1,1254
S113,1,2000,101,1,0,1035
S113,1,2000,11,0,1,509
S113,1,2000,43,0,1,1017
S113,1,2000,110,0,0,1286
S113,1,2000,4,1,1,1014
S113,1,2000,23,0,1,833
S113,1,2000,65,0,0,669
S113,1,2000,92,1,1,685
S113,1,2000,28,0,0,673
S113,1,2000,15,0,1,606
S113,1,2000,3,0,1,567
S113,1,2000,109,0,1,575
S113,1,2000,22,0,0,554
S113,1,2000,113,1,1,705
S113,1,2000,84,0,0,937
S113,1,2000,119,1,1,1082
S113,1,2000,118,1,1,1059
S113,1,2000,104,0,1,1160
S113,1,2000,102,1,0,1058
S113,1,2000,14,0,0,1178
S113,1,2000,17,0,0,1059
S113,1,2000,55,0,0,736
S113,1,2000,59,1,0,827
S113,1,2000,114,0,1,1194
S113,1,2000,88,1,1,1129
S113,1,2000,91,0,1,1485
S113,1,2000,103,1,0,1085
S113,1,2000,93,0,0,1279
S113,1,2000,62,1,1,960
S113,1,2000,25,0,1,1102
S113,1,2000,96,0,1,1025
S113,1,2000,81,0,1,720
S113,1,2000,89,1,0,1148
S113,1,2000,37,0,0,1170
S113,1,2000,51,0,1,1170
S113,1,2000,41,0,1,1075
S113,1,2000,39,0,0,857
S113,1,2000,16,1,1,721
S113,1,2000,7,0,1,696
S113,1,2000,111,0,0,1039
S113,1,2000,60,0,1,996
S113,1,2000,48,0,1,784
S113,1,2000,20,0,0,746
S113,1,2000,6,1,0,842
S113,1,2000,64,0,1,659
S113,1,2000,86,0,1,1212
S113,1,2000,12,0,1,781
S113,1,2000,45,0,1,755
S113,1,2000,85,1,0,1028
S113,1,2000,32,0,1,1489
S113,1,2000,29,0,1,1237
S113,1,2000,69,0,0,692
S113,1,2000,1,0,0,701
S113,1,2000,18,0,0,690
S113,1,2000,94,1,0,1042
S113,1,2000,30,0,1,1381
S113,1,2000,19,0,1,1283
S113,1,2000,63,0,0,1042
S113,1,2000,73,1,0,1117
S113,1,2000,54,0,1,567
S113,1,2000,56,1,1,1348
S113,1,2000,87,0,1,570
S113,1,2000,68,0,1,1049
S113,1,2000,80,0,1,583
S113,1,2000,90,1,1,1297
S113,1,2000,52,0,1,1213
S113,1,2000,116,0,1,1158
S113,1,2000,98,0,0,884
S113,1,2000,40,0,1,1059
S113,1,2000,99,1,1,892
S113,1,2000,61,0,1,1011
S113,1,2000,115,0,0,567
S113,1,2000,66,1,0,721
S113,1,2000,75,0,1,1107
S113,1,2000,58,0,1,1057
S113,1,2000,33,0,1,1462
S113,1,2000,50,0,1,1550
S113,1,2000,77,0,1,2848
S113,1,2000,108,0,0,2889
S113,1,2000,57,1,1,645
S113,1,2000,79,0,1,886
S113,1,2000,46,0,0,737
S113,1,2000,0,0,0,1211
S113,1,2000,10,0,0,1240
S113,1,2000,44,0,1,1043
S113,1,2000,49,1,0,1337
S113,1,2000,2,0,0,682
S113,1,2000,97,1,0,657
S113,1,2000,36,0,0,576
S113,1,2000,71,0,0,511
S113,1,2000,38,0,1,741
S113,1,2000,31,0,1,512
S113,1,2000,95,1,1,492
S113,1,2000,24,0,0,533
S113,1,2000,107,0,0,397
S113,1,2000,76,0,1,637
S113,1,2000,72,0,0,659
S113,1,2000,106,0,1,471
S113,1,2000,74,0,1,641
S113,1,2000,112,1,1,787
S113,1,2000,82,0,0,688
S113,1,2000,35,1,0,582
S113,1,2000,5,0,0,494
S113,1,2000,13,0,0,545
S113,1,2000,8,1,1,465
S113,1,2000,53,0,1,670
S113,1,2000,105,1,0,356
S113,1,2000,42,0,1,509
S113,1,2000,67,0,0,410
S113,1,2000,9,0,0,523
S113,1,2000,27,0,1,1037
S121,1,2000,70,1,1,2059
S121,1,2000,7,0,1,1874
S121,1,2000,64,1,1,2440
S121,1,2000,51,0,1,3052
S121,1,2000,107,1,1,1706
S121,1,2000,116,1,1,2055
S121,1,2000,37,0,1,2515
S121,1,2000,103,0,1,2224
S121,1,2000,52,0,1,2454
S121,1,2000,40,0,1,2632
S121,1,2000,24,1,1,2406
S121,1,2000,5,0,1,2042
S121,1,2000,38,0,1,2730
S121,1,2000,91,0,1,2356
S121,1,2000,16,0,0,272
S121,1,2000,55,0,1,2208
S121,1,2000,100,0,0,2081
S121,1,2000,110,1,0,2250
S121,1,2000,99,1,1,2072
S121,1,2000,20,0,1,1841
S121,1,2000,45,0,1,1681
S121,1,2000,14,0,0,2346
S121,1,2000,13,1,1,2250
S121,1,2000,98,0,0,113
S121,1,2000,22,0,1,2043
S121,1,2000,42,1,1,1940
S121,1,2000,78,1,1,2170
S121,1,2000,27,0,1,2197
S121,1,2000,43,1,1,1788
S121,1,2000,9,0,1,2327
S121,1,2000,18,0,1,1947
S121,1,2000,56,1,1,1893
S121,1,2000,3,1,1,2072
S121,1,2000,21,1,1,1799
S121,1,2000,19,0,1,1918
S121,1,2000,29,0,1,2339
S121,1,2000,113,1,1,2270
S121,1,2000,32,1,1,1984
S121,1,2000,41,1,0,2690
S121,1,2000,49,0,1,2380
S121,1,2000,33,0,1,1832
S121,1,2000,83,0,1,1986
S121,1,2000,88,1,0,2466
S121,1,2000,104,1,1,1828
S121,1,2000,95,1,1,1885
S121,1,2000,47,0,1,1722
S121,1,2000,106,0,1,2312
S121,1,2000,77,0,0,3446
S121,1,2000,102,0,1,1968
S121,1,2000,0,0,1,2361
S121,1,2000,62,1,1,2048
S121,1,2000,68,1,1,1874
S121,1,2000,89,0,1,2110
S121,1,2000,114,0,1,1927
S121,1,2000,4,1,1,2478
S121,1,2000,86,1,1,123
S121,1,2000,12,0,0,2059
S121,1,2000,58,1,1,1768
S121,1,2000,71,0,1,1950
S121,1,2000,10,1,1,1846
S121,1,2000,1,1,1,1725
S121,1,2000,2,1,1,2319
S121,1,2000,31,1,1,3256
S121,1,2000,17,1,1,4396
S121,1,2000,111,0,1,2461
S121,1,2000,80,0,1,3051
S121,1,2000,79,1,1,2307
S121,1,2000,25,0,0,2996
S121,1,2000,115,0,1,2554
S121,1,2000,92,1,1,2165
S121,1,2000,96,0,1,2303
S121,1,2000,73,0,1,2499
S121,1,2000,46,0,1,2278
S121,1,2000,8,1,1,2101
S121,1,2000,105,0,1,2066
S121,1,2000,50,1,0,2159
S121,1,2000,118,1,1,1876
S121,1,2000,44,1,1,2000
S121,1,2000,66,0,1,1653
S121,1,2000,63,1,1,1990
S121,1,2000,23,0,1,2260
S121,1,2000,108,1,0,2675
S121,1,2000,39,1,1,2746
S121,1,2000,72,1,1,2106
S121,1,2000,119,0,1,2044
S121,1,2000,85,0,0,2541
S121,1,2000,69,1,1,1865
S121,1,2000,97,0,0,1951
S121,1,2000,117,1,1,1858
S121,1,2000,6,0,1,1851
S121,1,2000,75,0,0,2105
S121,1,2000,11,1,1,2027
S121,1,2000,94,1,1,1882
S121,1,2000,54,0,1,1734
S121,1,2000,53,1,1,1976
S121,1,2000,109,0,1,2197
S121,1,2000,61,0,1,1972
S121,1,2000,26,1,0,2076
S121,1,2000,82,0,1,2038
S121,1,2000,60,0,0,2297
S121,1,2000,35,0,1,2195
S121,1,2000,90,1,1,1846
S121,1,2000,87,0,1,2233
S121,1,2000,67,0,1,1852
S121,1,2000,48,0,1,2439
S121,1,2000,28,0,1,2500
S121,1,2000,59,1,1,1858
S121,1,2000,93,1,1,1702
S121,1,2000,76,0,1,2476
S121,1,2000,57,0,1,2638
S121,1,2000,65,0,0,2074
S121,1,2000,81,1,1,1803
S121,1,2000,30,0,1,1975
S121,1,2000,101,0,1,2118
S121,1,2000,36,0,1,2121
S121,1,2000,15,0,0,2383
S121,1,2000,34,0,1,1890
S121,1,2000,84,1,1,2249
S121,1,2000,74,1,0,2190
S121,1,2000,112,1,1,1919
S153,1,1000,44,1,1,336
S153,1,1000,109,0,1,540
S153,1,1000,45,1,1,365
S153,1,1000,107,0,1,296
S153,1,1000,1,0,1,754
S153,1,1000,33,1,1,280
S153,1,1000,13,0,1,623
S153,1,1000,6,0,1,236
S153,1,1000,95,1,1,503
S153,1,1000,7,1,1,300
S153,1,1000,19,1,1,571
S153,1,1000,25,1,1,790
S153,1,1000,48,0,0,678
S153,1,1000,8,1,1,322
S153,1,1000,92,1,0,1292
S153,1,1000,71,0,1,259
S153,1,1000,12,1,0,1093
S153,1,1000,100,0,0,612
S153,1,1000,117,0,1,508
S153,1,1000,64,0,0,631
S153,1,1000,46,0,1,358
S153,1,1000,29,1,1,483
S153,1,1000,74,1,1,1158
S153,1,1000,47,0,1,311
S153,1,1000,83,0,1,220
S153,1,1000,101,1,0,1355
S153,1,1000,88,0,0,619
S153,1,1000,108,0,0,651
S153,1,1000,27,1,1,483
S153,1,1000,80,1,1,443
S153,1,1000,76,1,1,840
S153,1,1000,94,1,1,1103
S153,1,1000,102,1,1,374
S153,1,1000,56,0,1,1328
S153,1,1000,87,1,1,713
S153,1,1000,38,1,1,280
S153,1,1000,84,0,1,274
S153,1,1000,4,0,1,1109
S153,1,1000,36,0,1,355
S153,1,1000,53,1,0,116
S153,1,1000,37,0,0,373
S153,1,1000,55,1,1,50
S153,1,1000,32,1,1,1206
S153,1,1000,119,0,1,1054
S153,1,1000,17,0,1,651
S153,1,1000,115,0,1,275
S153,1,1000,73,1,1,560
S153,1,1000,23,0,1,1206
S153,1,1000,54,0,1,1221
S153,1,1000,113,0,1,363
S153,1,1000,3,0,1,413
S153,1,1000,57,1,1,1255
S153,1,1000,52,0,1,1197
S153,1,1000,93,0,1,1055
S153,1,1000,112,0,1,959
S153,1,1000,99,1,1,95
S153,1,1000,28,0,1,1134
S153,1,1000,110,1,0,1214
S153,1,1000,40,0,0,662
S153,1,1000,41,1,1,830
S153,1,1000,16,0,0,608
S153,1,1000,67,1,1,571
S153,1,1000,31,0,1,65
S153,1,1000,58,1,1,89
S153,1,1000,89,1,1,968
S153,1,1000,10,0,1,1
S153,1,1000,0,0,1,393
S153,1,1000,79,1,1,25
S153,1,1000,24,1,1,295
S153,1,1000,14,0,1,408
S153,1,1000,68,0,1,53
S153,1,1000,26,0,0,197
S153,1,1000,82,1,1,1182
S153,1,1000,18,0,1,245
S153,1,1000,21,1,1,664
S153,1,1000,49,1,1,265
S153,1,1000,96,0,1,333
S153,1,1000,77,0,1,864
S153,1,1000,85,0,1,498
S153,1,1000,60,0,0,197
S153,1,1000,34,1,1,1119
S153,1,1000,35,1,1,363
S153,1,1000,2,0,1,333
S153,1,1000,62,0,1,452
S153,1,1000,91,0,1,107
S153,1,1000,81,1,1,1119
S153,1,1000,104,0,0,505
S153,1,1000,39,1,1,297
S153,1,1000,75,1,1,137
