workerid,condition,stim_present,stimulus,response,correct,rt
S63,1,2000,91,0,0,197
S63,1,2000,27,1,1,5989
S63,1,2000,87,1,1,5959
S63,1,2000,25,1,1,6116
S63,1,2000,115,0,1,6713
S63,1,2000,11,0,1,5760
S63,1,2000,29,0,1,7065
S63,1,2000,75,0,0,6561
S63,1,2000,99,1,1,5041
S63,1,2000,9,0,1,5981
S63,1,2000,57,0,1,6680
S63,1,2000,55,0,1,5979
S63,1,2000,89,0,1,7769
S63,1,2000,67,1,1,5640
S63,1,2000,114,1,1,6024
S63,1,2000,77,0,1,7588
S63,1,2000,35,0,1,6835
S63,1,2000,80,0,1,7511
S63,1,2000,4,1,1,6866
S63,1,2000,98,0,1,6052
S63,1,2000,94,1,1,5906
S63,1,2000,76,0,1,7610
S63,1,2000,83,0,1,6444
S63,1,2000,17,0,1,454
S63,1,2000,70,1,1,7538
S63,1,2000,62,1,1,7448
S63,1,2000,3,0,1,38
S63,1,2000,20,0,1,6426
S63,1,2000,19,0,1,6470
S63,1,2000,22,0,1,7803
S63,1,2000,45,1,1,7164
S63,1,2000,66,1,1,6333
S63,1,2000,101,0,1,6295
S63,1,2000,12,1,1,497
S63,1,2000,44,0,1,7067
S63,1,2000,69,1,1,6787
S63,1,2000,82,0,1,7503
S63,1,2000,85,0,0,6967
S63,1,2000,41,0,1,8227
S63,1,2000,8,0,1,6502
S63,1,2000,15,0,1,8007
S63,1,2000,96,1,1,6804
S63,1,2000,24,0,0,7783
S63,1,2000,95,1,1,6703
S95,1,1000,97,1,1,1694
S95,1,1000,44,0,1,1059
S95,1,1000,75,1,0,1056
S95,1,1000,38,0,1,1107
S95,1,1000,7,1,1,583
S95,1,1000,82,0,1,1287
S95,1,1000,48,0,1,1289
S95,1,1000,29,1,1,469
S95,1,1000,6,0,1,679
S95,1,1000,112,1,1,726
S95,1,1000,11,0,1,1796
S95,1,1000,14,0,0,3531
S95,1,1000,81,0,1,400
S95,1,1000,107,0,1,745
S95,1,1000,45,0,1,775
S95,1,1000,115,1,1,532
S95,1,1000,101,1,0,735
S95,1,1000,83,0,1,689
S95,1,1000,105,1,1,732
S95,1,1000,32,0,1,882
S95,1,1000,63,0,1,751
S95,1,1000,87,1,1,925
S95,1,1000,49,1,0,1918
S95,1,1000,84,1,1,845
S95,1,1000,99,1,1,772
S95,1,1000,96,0,1,1624
S95,1,1000,39,0,1,729
S95,1,1000,90,1,1,927
S95,1,1000,13,1,1,984
S95,1,1000,10,0,1,774
S95,1,1000,57,1,1,871
S95,1,1000,78,1,1,840
S95,1,1000,8,0,1,553
S95,1,1000,50,1,1,1101
S95,1,1000,35,1,1,693
S95,1,1000,42,0,1,576
S95,1,1000,76,1,1,557
S95,1,1000,28,1,0,629
S95,1,1000,111,0,1,498
S95,1,1000,73,1,0,615
S95,1,1000,95,0,1,1461
S95,1,1000,0,0,1,1210
S95,1,1000,70,0,1,1425
S95,1,1000,5,0,1,873
S95,1,1000,77,1,1,1729
S95,1,1000,4,1,1,1319
S95,1,1000,64,0,0,633
S95,1,1000,31,0,1,605
S95,1,1000,59,0,1,455
S95,1,1000,98,1,1,873
S95,1,1000,102,1,1,567
S95,1,1000,106,1,1,997
S95,1,1000,36,1,0,1077
S95,1,1000,33,1,1,675
S95,1,1000,61,1,1,924
S95,1,1000,56,0,1,857
S95,1,1000,27,0,1,734
S95,1,1000,68,1,1,577
S95,1,1000,15,1,1,1666
S95,1,1000,116,1,1,627
S95,1,1000,113,1,0,1428
S95,1,1000,25,0,0,570
S95,1,1000,62,0,1,1090
S95,1,1000,94,1,1,814
S95,1,1000,72,1,0,816
S95,1,1000,100,1,0,2067
S95,1,1000,74,0,1,1619
S95,1,1000,80,0,0,1467
S95,1,1000,104,1,1,871
S95,1,1000,67,0,1,1437
S95,1,1000,109,0,1,853
S95,1,1000,2,0,1,4628
S95,1,1000,12,1,1,922
S95,1,1000,41,1,1,952
S95,1,1000,19,1,1,1810
S95,1,1000,52,0,1,1554
S95,1,1000,118,1,1,423
S95,1,1000,22,0,1,589
S95,1,1000,26,0,0,2031
S95,1,1000,34,0,1,834
S95,1,1000,117,1,1,445
S95,1,1000,20,0,1,425
S95,1,1000,108,1,0,585
S95,1,1000,103,1,1,888
S95,1,1000,79,0,1,1062
S95,1,1000,110,1,0,845
S95,1,1000,37,0,1,853
S95,1,1000,40,0,0,1143
S95,1,1000,91,0,1,1212
S95,1,1000,93,1,1,506
S95,1,1000,23,1,1,532
S95,1,1000,16,0,0,1386
S95,1,1000,24,1,1,882
S95,1,1000,89,0,0,942
S95,1,1000,1,0,0,851
S95,1,1000,53,0,1,582
S95,1,1000,86,0,0,1418
S95,1,1000,65,1,0,891
S95,1,1000,119,0,1,405
S95,1,1000,3,1,0,941
S95,1,1000,30,1,1,275
S95,1,1000,114,0,1,830
S95,1,1000,85,1,0,863
S95,1,1000,55,1,1,729
S95,1,1000,51,1,0,1293
S95,1,1000,92,0,1,1150
S95,1,1000,47,1,1,492
S95,1,1000,58,1,1,649
S95,1,1000,18,1,1,604
S95,1,1000,71,0,1,1987
S95,1,1000,46,1,0,942
S95,1,1000,54,0,1,646
S95,1,1000,43,0,1,2056
S95,1,1000,60,1,0,542
S95,1,1000,69,1,0,743
S95,1,1000,9,1,1,580
S95,1,1000,66,1,1,505
S95,1,1000,17,0,0,485
S95,1,1000,21,1,1,486
S95,1,1000,88,1,1,405
S162,1,1000,68,1,1,462
S162,1,1000,29,0,1,627
S162,1,1000,30,1,1,276
S162,1,1000,19,1,1,558
S162,1,1000,112,1,1,633
S162,1,1000,6,0,0,1709
S162,1,1000,9,0,1,560
S162,1,1000,65,1,0,822
S162,1,1000,93,0,1,577
S162,1,1000,21,0,1,675
S162,1,1000,48,1,0,647
S162,1,1000,5,0,1,591
S162,1,1000,18,1,1,574
S162,1,1000,108,0,1,715
S162,1,1000,59,0,1,877
S162,1,1000,45,0,1,314
S162,1,1000,20,0,1,1049
S162,1,1000,70,1,1,594
S162,1,1000,40,1,1,761
S162,1,1000,11,1,1,475
S162,1,1000,8,1,1,513
S162,1,1000,118,1,1,320
S162,1,1000,35,0,1,490
S162,1,1000,107,0,1,642
S162,1,1000,4,1,1,906
S162,1,1000,15,0,0,726
S162,1,1000,88,1,1,766
S162,1,1000,99,0,1,692
S162,1,1000,119,0,1,460
S162,1,1000,95,0,0,489
S162,1,1000,61,1,0,513
S162,1,1000,109,0,1,528
S162,1,1000,103,1,1,781
S162,1,1000,66,1,1,810
S162,1,1000,71,1,1,899
S162,1,1000,16,0,0,1060
S162,1,1000,114,0,1,404
S162,1,1000,60,1,1,647
S162,1,1000,81,0,1,365
S162,1,1000,3,1,1,556
S162,1,1000,55,0,1,551
S162,1,1000,97,0,1,619
S162,1,1000,57,0,1,770
S162,1,1000,69,0,1,695
S162,1,1000,67,0,1,612
S162,1,1000,31,0,1,331
S162,1,1000,33,0,1,432
S162,1,1000,17,1,1,1578
S162,1,1000,34,0,1,759
S162,1,1000,24,1,1,1153
S162,1,1000,56,1,1,603
S162,1,1000,32,0,1,791
S162,1,1000,25,0,0,1238
S162,1,1000,105,1,1,419
S162,1,1000,52,1,1,1391
S162,1,1000,1,1,1,514
S162,1,1000,85,1,1,1197
S162,1,1000,41,0,1,676
S162,1,1000,94,0,1,794
S162,1,1000,14,0,1,765
S162,1,1000,42,1,1,582
S162,1,1000,100,1,1,970
S162,1,1000,113,0,1,1969
S162,1,1000,28,0,0,746
S162,1,1000,91,1,1,634
S162,1,1000,26,0,0,582
S162,1,1000,98,1,0,503
S162,1,1000,73,0,1,621
S162,1,1000,78,0,1,707
S162,1,1000,86,0,0,656
S162,1,1000,7,0,1,662
S162,1,1000,72,1,0,719
S162,1,1000,27,1,1,683
S162,1,1000,117,1,1,565
S162,1,1000,80,0,0,639
S162,1,1000,2,0,1,503
S162,1,1000,0,0,1,1274
S162,1,1000,39,1,1,965
S162,1,1000,50,1,1,708
S162,1,1000,101,0,1,685
S162,1,1000,75,1,1,942
S162,1,1000,37,1,0,1782
S162,1,1000,62,1,1,682
S162,1,1000,47,1,1,448
S162,1,1000,44,0,1,575
S162,1,1000,22,0,1,1310
S162,1,1000,43,1,1,448
S162,1,1000,12,1,0,774
S162,1,1000,102,1,1,508
S162,1,1000,77,0,0,848
S162,1,1000,92,1,1,712
S162,1,1000,53,1,0,573
S162,1,1000,106,0,0,241
S162,1,1000,58,1,1,335
S162,1,1000,10,1,1,209
S162,1,1000,84,1,1,399
S162,1,1000,79,0,1,1225
S162,1,1000,83,0,1,790
S162,1,1000,116,1,1,462
S162,1,1000,64,0,0,1250
S162,1,1000,74,1,1,572
S162,1,1000,115,0,1,409
S162,1,1000,38,0,1,539
S162,1,1000,82,1,1,420
S162,1,1000,49,0,0,734
S162,1,1000,104,1,1,559
S162,1,1000,76,1,1,605
S162,1,1000,36,1,1,824
S162,1,1000,63,0,1,528
S162,1,1000,89,0,0,969
S162,1,1000,23,0,1,401
S162,1,1000,51,0,1,495
S162,1,1000,46,1,1,361
S162,1,1000,90,0,1,316
S162,1,1000,87,0,1,378
S162,1,1000,54,0,1,471
S162,1,1000,110,1,0,166
S162,1,1000,13,0,1,776
S162,1,1000,111,1,0,376
S162,1,1000,96,0,0,576
S35,1,1000,97,1,0,1298
S35,1,1000,18,1,1,989
S35,1,1000,26,1,0,1116
S35,1,1000,104,0,1,1808
S35,1,1000,95,1,1,943
S35,1,1000,5,1,0,1162
S35,1,1000,110,1,0,846
S35,1,1000,29,0,1,1155
S35,1,1000,68,0,1,1619
S35,1,1000,113,1,0,1277
S35,1,1000,74,0,0,1480
S35,1,1000,76,1,1,1490
S35,1,1000,31,0,1,1251
S35,1,1000,75,0,1,1649
S35,1,1000,59,0,1,1137
S35,1,1000,9,1,1,1141
S35,1,1000,42,0,1,845
S35,1,1000,111,0,1,1532
S35,1,1000,106,0,1,1442
S35,1,1000,46,1,1,1233
S35,1,1000,99,1,1,1526
S35,1,1000,81,0,1,1147
S35,1,1000,39,1,1,1959
S35,1,1000,10,1,1,1338
S35,1,1000,23,1,1,1321
S35,1,1000,56,0,1,790
S35,1,1000,36,0,1,1047
S35,1,1000,45,1,1,1060
S35,1,1000,112,0,1,998
S35,1,1000,103,0,1,1332
S35,1,1000,101,0,1,1567
S35,1,1000,64,0,0,1596
S35,1,1000,71,1,1,2783
S35,1,1000,21,0,1,996
S35,1,1000,12,0,0,1224
S35,1,1000,118,0,1,690
S35,1,1000,7,0,1,671
S35,1,1000,70,1,1,1578
S35,1,1000,66,0,1,1032
S35,1,1000,19,0,1,825
S35,1,1000,3,1,1,1765
S35,1,1000,6,0,1,1043
S35,1,1000,49,1,1,1643
S35,1,1000,44,1,1,1040
S35,1,1000,114,1,1,618
S35,1,1000,115,1,1,1154
S35,1,1000,116,1,1,1029
S35,1,1000,53,0,1,1059
S35,1,1000,91,1,1,1354
S35,1,1000,16,0,0,987
S35,1,1000,79,0,1,870
S35,1,1000,14,1,0,1296
S35,1,1000,105,1,1,1306
S35,1,1000,67,0,1,2048
S35,1,1000,48,1,1,1627
S35,1,1000,83,0,1,724
S35,1,1000,28,1,1,1034
S35,1,1000,50,1,0,1326
S35,1,1000,34,0,1,834
S35,1,1000,86,0,0,795
S35,1,1000,69,1,1,1469
S35,1,1000,22,1,1,799
S35,1,1000,55,0,1,885
S35,1,1000,73,0,1,1022
S35,1,1000,0,0,1,1139
S35,1,1000,84,0,1,1397
S35,1,1000,11,1,1,1249
S35,1,1000,8,1,1,954
S35,1,1000,4,0,0,931
S35,1,1000,62,1,1,1066
S35,1,1000,25,1,0,1215
S35,1,1000,35,1,1,1272
S35,1,1000,43,0,1,1130
S35,1,1000,38,0,0,959
S35,1,1000,77,0,1,1720
S35,1,1000,51,1,0,1581
S35,1,1000,2,1,1,1306
S35,1,1000,65,1,1,1264
S35,1,1000,1,0,1,2105
S35,1,1000,63,0,1,989
S35,1,1000,30,0,1,1132
S35,1,1000,92,1,1,945
S35,1,1000,100,1,1,1181
S35,1,1000,98,0,1,758
S35,1,1000,88,0,0,1479
S35,1,1000,119,0,1,738
S35,1,1000,37,0,0,934
S35,1,1000,82,1,1,1127
S35,1,1000,85,0,0,1200
S35,1,1000,117,1,1,924
S35,1,1000,102,0,1,1293
S35,1,1000,58,1,1,1046
S35,1,1000,96,1,1,1159
S35,1,1000,72,0,0,1143
S35,1,1000,15,1,0,1476
S35,1,1000,13,1,0,1793
S35,1,1000,20,1,1,1286
S35,1,1000,40,1,0,2066
S35,1,1000,24,1,0,1603
S35,1,1000,17,1,1,1222
S35,1,1000,32,1,1,1120
S35,1,1000,47,0,1,1107
S35,1,1000,61,0,1,1065
S35,1,1000,27,1,1,1184
S35,1,1000,80,1,1,984
S35,1,1000,107,1,1,1183
S35,1,1000,109,1,1,1253
S35,1,1000,54,1,1,878
S35,1,1000,78,0,1,1136
S35,1,1000,94,0,1,1087
S35,1,1000,52,0,1,1189
S35,1,1000,41,1,1,1024
S35,1,1000,60,0,0,1092
S35,1,1000,93,1,1,803
S35,1,1000,33,0,1,925
S35,1,1000,89,1,0,1559
S35,1,1000,87,1,1,936
S35,1,1000,57,0,1,815
S35,1,1000,108,1,1,1128
S35,1,1000,90,0,1,788
S91,1,0,48,0,1,4017
S91,1,0,39,0,1,3252
S91,1,0,61,1,1,3958
S91,1,0,58,0,1,2118
S91,1,0,42,1,1,1545
S91,1,0,109,0,1,2297
S91,1,0,52,0,1,2269
S91,1,0,40,0,1,1907
S91,1,0,10,0,1,1354
S91,1,0,80,1,1,1207
S91,1,0,28,1,0,5453
S91,1,0,82,1,1,1109
S91,1,0,63,1,1,1977
S91,1,0,79,0,1,1478
S91,1,0,29,1,0,2949
S91,1,0,105,1,0,2224
S91,1,0,118,1,1,885
S91,1,0,95,1,1,989
S91,1,0,100,1,1,1376
S91,1,0,45,1,1,949
S91,1,0,59,1,1,1002
S91,1,0,68,1,1,1114
S91,1,0,47,0,1,1162
S91,1,0,117,0,1,1443
S91,1,0,71,0,1,1278
S91,1,0,6,0,1,1964
S91,1,0,110,1,0,1182
S91,1,0,60,0,1,1543
S91,1,0,70,0,1,2825
S91,1,0,65,0,1,1934
S91,1,0,66,1,1,1768
S91,1,0,74,1,0,5228
S91,1,0,46,0,1,1651
S91,1,0,76,0,1,4593
S91,1,0,75,1,0,2148
S91,1,0,23,1,1,1760
S91,1,0,78,0,1,1007
S91,1,0,69,1,1,1068
S91,1,0,38,1,1,2126
S91,1,0,14,0,1,2282
S91,1,0,15,0,1,5458
S91,1,0,3,1,1,1644
S91,1,0,43,1,1,1487
S91,1,0,32,1,0,1185
S91,1,0,2,0,1,3159
S91,1,0,27,0,1,4245
S91,1,0,55,0,1,1515
S91,1,0,25,1,0,4020
S91,1,0,0,1,1,2078
S91,1,0,49,1,1,1192
S91,1,0,19,0,1,1509
S91,1,0,12,1,0,1868
S91,1,0,72,0,0,2674
S91,1,0,99,1,1,1263
S91,1,0,26,0,1,1996
S91,1,0,51,0,0,4724
S91,1,0,54,1,1,2075
S91,1,0,114,1,1,818
S91,1,0,91,1,1,1762
S91,1,0,97,0,1,1383
S91,1,0,56,0,1,2566
S91,1,0,81,0,1,1252
S91,1,0,1,0,1,1754
S91,1,0,31,1,1,1718
S91,1,0,98,0,1,3549
S91,1,0,92,1,1,3001
S91,1,0,102,1,1,964
S91,1,0,112,1,1,807
S91,1,0,103,1,1,1007
S91,1,0,36,1,1,1066
S91,1,0,41,1,1,3902
S91,1,0,116,0,1,1244
S91,1,0,33,1,1,983
S91,1,0,86,0,1,3707
S91,1,0,87,0,1,1825
S91,1,0,83,1,1,1958
S91,1,0,119,1,1,807
S91,1,0,57,0,1,1091
S91,1,0,4,0,1,1813
S91,1,0,88,0,1,6997
S91,1,0,104,1,1,2303
S91,1,0,106,0,1,5158
S91,1,0,107,1,1,1587
S91,1,0,108,1,0,1796
S91,1,0,115,1,1,1791
S91,1,0,111,0,1,3508
S91,1,0,64,0,1,4861
S91,1,0,22,1,1,1111
S91,1,0,21,1,1,961
S91,1,0,5,1,0,1806
S91,1,0,18,0,1,4172
S91,1,0,11,1,1,1403
S91,1,0,90,1,1,1630
S91,1,0,84,1,1,2433
S91,1,0,30,0,1,1534
S91,1,0,35,0,1,2546
S91,1,0,67,0,1,1419
S91,1,0,94,1,1,2083
S91,1,0,8,0,1,1329
S91,1,0,73,1,1,6140
S91,1,0,101,0,0,2506
S91,1,0,13,0,1,2007
S91,1,0,16,0,0,2777
S91,1,0,24,1,1,1275
S91,1,0,77,1,1,4141
S91,1,0,9,0,1,1632
S91,1,0,53,1,0,1003
S91,1,0,96,0,1,1717
S91,1,0,62,1,1,7312
S91,1,0,17,0,1,3980
S91,1,0,37,1,1,1645
S91,1,0,85,0,1,1966
S91,1,0,34,0,1,956
S91,1,0,113,0,1,1185
S91,1,0,50,0,1,2410
S91,1,0,93,1,1,1218
S91,1,0,20,1,1,1090
S91,1,0,7,1,1,1060
S91,1,0,44,1,1,1446
S91,1,0,89,1,1,4387
S139,0,1000,23,0,1,824
S139,0,1000,111,1,1,1055
S139,0,1000,63,1,1,884
S139,0,1000,83,1,1,832
S139,0,1000,4,1,1,900
S139,0,1000,112,0,1,740
S139,0,1000,51,1,1,1022
S139,0,1000,6,0,1,824
S139,0,1000,113,1,1,1020
S139,0,1000,84,1,1,851
S139,0,1000,42,1,0,1065
S139,0,1000,114,1,1,707
S139,0,1000,37,0,1,919
S139,0,1000,60,1,1,878
S139,0,1000,87,0,1,818
S139,0,1000,16,0,1,887
S139,0,1000,40,1,0,970
S139,0,1000,18,1,1,706
S139,0,1000,66,1,1,911
S139,0,1000,82,0,1,839
S139,0,1000,62,1,1,858
S139,0,1000,86,0,1,1030
S139,0,1000,43,1,0,1103
S139,0,1000,22,0,1,846
S139,0,1000,12,1,1,664
S139,0,1000,14,1,0,1060
S139,0,1000,102,0,1,889
S139,0,1000,67,0,1,6
S139,0,1000,57,0,1,1022
S139,0,1000,118,0,1,837
S139,0,1000,116,0,1,828
S139,0,1000,33,0,1,814
S139,0,1000,0,1,1,905
S139,0,1000,100,1,1,1009
S139,0,1000,98,0,0,114
S139,0,1000,55,1,1,830
S139,0,1000,99,0,0,946
S139,0,1000,68,1,1,823
S139,0,1000,73,1,1,1066
S139,0,1000,5,1,0,875
S139,0,1000,71,0,1,1094
S139,0,1000,31,0,1,1192
S139,0,1000,76,1,1,1050
S139,0,1000,2,0,1,1016
S139,0,1000,28,0,1,67
S139,0,1000,59,0,1,901
S139,0,1000,58,0,1,897
S139,0,1000,93,0,1,831
S139,0,1000,91,1,1,885
S139,0,1000,81,0,1,779
S139,0,1000,17,1,1,731
S139,0,1000,54,0,1,753
S139,0,1000,94,0,1,835
S139,0,1000,101,1,1,851
S139,0,1000,115,1,1,814
S139,0,1000,96,0,1,978
S139,0,1000,15,0,1,916
S139,0,1000,13,0,1,907
S139,0,1000,110,1,1,1040
S139,0,1000,106,1,1,1088
S139,0,1000,36,1,1,899
S139,0,1000,9,0,1,888
S139,0,1000,70,0,1,922
S139,0,1000,25,0,1,774
S139,0,1000,10,0,1,1102
S139,0,1000,3,0,1,710
S139,0,1000,65,0,0,765
S139,0,1000,119,1,1,715
S139,0,1000,109,1,1,1147
S139,0,1000,49,0,1,835
S139,0,1000,41,0,0,872
S139,0,1000,56,0,1,954
S139,0,1000,104,0,1,68
S139,0,1000,52,0,1,829
S139,0,1000,1,1,1,671
S139,0,1000,85,0,0,937
S139,0,1000,48,1,1,925
S139,0,1000,46,1,1,939
S139,0,1000,78,0,1,747
S139,0,1000,77,0,0,973
S139,0,1000,39,0,0,870
S139,0,1000,90,0,1,749
S139,0,1000,88,1,0,891
S139,0,1000,103,1,1,795
S139,0,1000,21,0,1,762
S139,0,1000,107,0,1,811
S139,0,1000,47,1,1,739
S139,0,1000,97,0,1,795
S139,0,1000,24,1,0,900
S139,0,1000,19,1,1,709
S139,0,1000,26,1,1,1025
S139,0,1000,61,1,1,928
S139,0,1000,7,0,1,727
S139,0,1000,38,0,1,890
S139,0,1000,45,0,1,1010
S139,0,1000,72,0,0,958
S139,0,1000,34,1,1,713
S139,0,1000,20,0,1,717
S139,0,1000,44,1,1,869
S139,0,1000,105,1,1,708
S139,0,1000,108,1,1,980
S139,0,1000,11,0,1,734
S139,0,1000,8,1,1,702
S139,0,1000,74,1,0,822
S139,0,1000,80,0,1,670
S139,0,1000,50,0,1,739
S139,0,1000,30,0,1,793
S139,0,1000,64,0,1,814
S139,0,1000,89,0,1,830
S139,0,1000,27,0,1,990
S139,0,1000,29,0,1,748
S139,0,1000,69,1,1,688
S139,0,1000,35,0,1,899
S139,0,1000,75,0,1,812
S139,0,1000,92,0,1,815
S139,0,1000,117,1,1,770
S139,0,1000,53,1,1,688
S139,0,1000,79,1,1,691
S139,0,1000,95,0,1,654
S139,0,1000,32,1,1,679
S173,0,2000,65,0,1,181
S173,0,2000,64,0,1,1261
S173,0,2000,94,0,1,1418
S173,0,2000,83,0,1,1662
S173,0,2000,55,0,1,1919
S173,0,2000,45,1,1,1092
S173,0,2000,27,1,1,1804
S173,0,2000,31,0,1,1055
S173,0,2000,108,0,1,1322
S173,0,2000,20,0,1,1083
S173,0,2000,112,1,1,1032
S173,0,2000,46,0,1,1008
S173,0,2000,72,1,1,335
S173,0,2000,77,0,1,1544
S173,0,2000,43,1,1,1264
S173,0,2000,101,1,1,1168
S173,0,2000,25,0,1,1088
S173,0,2000,79,0,1,1038
S173,0,2000,118,0,1,1032
S173,0,2000,106,1,1,1567
S173,0,2000,84,0,1,1179
S173,0,2000,38,0,1,1426
S173,0,2000,17,1,1,1222
S173,0,2000,117,1,1,1124
S173,0,2000,80,1,1,1145
S173,0,2000,103,1,1,1455
S173,0,2000,73,1,1,1922
S173,0,2000,57,0,1,1072
S173,0,2000,11,0,1,1123
S173,0,2000,3,0,1,1515
S173,0,2000,18,1,1,995
S173,0,2000,68,1,1,1356
S173,0,2000,49,1,1,1111
S173,0,2000,12,1,1,1604
S173,0,2000,15,1,1,1872
S173,0,2000,88,0,1,1455
S173,0,2000,78,1,1,940
S173,0,2000,34,0,1,854
S173,0,2000,47,1,1,960
S173,0,2000,62,1,1,78
S173,0,2000,93,1,1,1286
S173,0,2000,29,1,1,1021
S173,0,2000,81,0,1,996
S173,0,2000,66,1,1,1067
S173,0,2000,33,1,1,1104
S173,0,2000,90,1,1,1109
S173,0,2000,21,1,1,845
S173,0,2000,70,1,1,1146
S173,0,2000,63,1,1,1391
S173,0,2000,99,0,1,1382
S173,0,2000,5,1,1,259
S173,0,2000,111,1,0,1431
S173,0,2000,32,0,1,902
S173,0,2000,116,1,1,919
S173,0,2000,14,0,0,1495
S173,0,2000,6,1,1,1111
S173,0,2000,119,0,1,959
S173,0,2000,71,1,1,1056
S173,0,2000,60,0,1,1795
S173,0,2000,110,1,0,234
S173,0,2000,19,0,1,902
S173,0,2000,76,1,0,1724
S173,0,2000,97,0,1,1014
S173,0,2000,89,0,1,1103
S173,0,2000,13,1,0,1430
S173,0,2000,24,0,1,1756
S173,0,2000,16,0,1,1210
S173,0,2000,40,1,0,1526
S173,0,2000,42,1,1,1618
S173,0,2000,54,0,1,971
S173,0,2000,7,1,1,1174
S173,0,2000,2,1,0,1395
S173,0,2000,52,1,1,1099
S173,0,2000,39,1,1,1347
S173,0,2000,36,1,1,1145
S173,0,2000,75,1,0,1625
S173,0,2000,4,0,1,143
S173,0,2000,87,1,1,1341
S173,0,2000,41,1,0,1743
S173,0,2000,22,1,1,1046
S173,0,2000,59,0,1,1267
S173,0,2000,26,1,1,1194
S173,0,2000,35,1,1,1069
S173,0,2000,9,0,1,1206
S173,0,2000,115,0,1,1219
S173,0,2000,1,1,1,1318
S173,0,2000,113,0,1,1323
S173,0,2000,56,0,1,1160
S173,0,2000,61,1,1,1304
S173,0,2000,85,0,0,1125
S173,0,2000,67,1,1,1031
S173,0,2000,30,0,1,975
S173,0,2000,44,1,1,1027
S173,0,2000,74,1,0,1009
S173,0,2000,95,0,1,1053
S173,0,2000,91,1,1,1104
S173,0,2000,86,0,0,1181
S173,0,2000,82,1,1,859
S173,0,2000,105,0,1,1044
S173,0,2000,0,0,1,1139
S173,0,2000,92,0,1,1228
S173,0,2000,50,1,1,1122
S173,0,2000,58,0,1,1325
S173,0,2000,8,1,1,894
S173,0,2000,69,1,1,1148
S173,0,2000,48,1,1,1121
S173,0,2000,114,1,1,998
S173,0,2000,23,1,1,1085
S173,0,2000,28,1,1,1386
S173,0,2000,53,1,1,934
S173,0,2000,107,0,1,997
S173,0,2000,96,0,1,1333
S173,0,2000,102,1,1,931
S173,0,2000,98,1,0,2361
S173,0,2000,109,0,0,1247
S173,0,2000,51,0,1,1868
S173,0,2000,104,0,1,1710
S173,0,2000,10,1,1,1167
S173,0,2000,37,0,1,1957
S173,0,2000,100,0,1,870
S150,0,0,64,0,1,1647
S150,0,0,26,0,0,1622
S150,0,0,34,1,1,1030
S150,0,0,43,0,1,1075
S150,0,0,72,1,0,12908
S150,0,0,22,0,1,823
S150,0,0,14,0,1,1016
S150,0,0,85,0,0,911
S150,0,0,54,0,1,953
S150,0,0,7,0,1,1035
S150,0,0,31,1,1,884
S150,0,0,21,1,1,806
S150,0,0,76,1,0,1234
S150,0,0,110,0,0,1073
S150,0,0,0,1,1,919
S150,0,0,27,1,0,1172
S150,0,0,117,1,1,951
S150,0,0,48,1,1,1103
S150,0,0,5,0,0,893
S150,0,0,96,0,1,5610
S150,0,0,61,1,1,1248
S150,0,0,37,0,1,1316
S150,0,0,115,1,1,879
S150,0,0,60,0,0,1007
S150,0,0,93,1,1,899
S150,0,0,57,0,1,1979
S150,0,0,67,1,1,1209
S150,0,0,29,1,1,862
S150,0,0,75,0,0,1775
S150,0,0,45,0,1,2629
S150,0,0,46,1,1,1054
S150,0,0,13,0,0,778
S150,0,0,94,1,1,953
S150,0,0,68,0,1,1436
S150,0,0,50,1,1,1409
S150,0,0,30,1,1,849
S150,0,0,108,1,1,894
S150,0,0,77,0,0,849
S150,0,0,74,1,0,860
S150,0,0,17,0,1,956
S150,0,0,52,0,1,1571
S150,0,0,88,1,1,8196
S150,0,0,106,0,0,1135
S150,0,0,89,1,1,1483
S150,0,0,47,1,1,932
S150,0,0,41,0,0,940
S150,0,0,116,0,1,1528
S150,0,0,109,0,0,1030
S150,0,0,15,0,1,1023
S150,0,0,1,0,1,924
S150,0,0,25,0,1,972
S150,0,0,55,1,1,1001
S150,0,0,81,0,0,1557
S150,0,0,119,0,1,792
S150,0,0,56,1,1,850
S150,0,0,97,0,0,1290
S150,0,0,66,0,1,997
S150,0,0,28,1,1,757
S150,0,0,9,0,1,999
S150,0,0,91,1,1,1403
S150,0,0,73,1,1,1088
S150,0,0,18,1,1,967
S150,0,0,6,1,1,891
S150,0,0,42,0,1,982
S150,0,0,36,0,1,1191
S150,0,0,98,1,0,1283
S150,0,0,78,0,1,770
S150,0,0,62,0,0,1236
S150,0,0,19,0,1,742
S150,0,0,24,0,0,878
S150,0,0,99,0,1,1952
S150,0,0,49,0,1,1283
S150,0,0,63,0,0,1102
S150,0,0,32,1,1,1060
S150,0,0,51,0,1,834
S150,0,0,10,1,1,1019
S150,0,0,100,0,1,877
S150,0,0,20,1,1,950
S150,0,0,105,1,1,861
S150,0,0,79,0,1,751
S150,0,0,80,0,1,644
S150,0,0,23,0,1,720
S150,0,0,82,1,1,941
S150,0,0,16,0,1,839
S150,0,0,71,1,1,926
S150,0,0,87,0,0,879
S150,0,0,58,0,1,994
S150,0,0,44,0,0,1138
S150,0,0,53,1,1,757
S150,0,0,2,1,1,855
S150,0,0,40,0,0,1361
S150,0,0,103,1,1,1396
S150,0,0,33,1,1,1025
S150,0,0,113,0,0,1618
